"","coral_id","Intercept","umol.L.sec","Temp.C"
"1","0",44.744206768636,-0.00105835185217334,29.07635
"2","1",39.8538012447106,-0.000364214452157069,28.66655
"3","41",43.2424168579764,-0.00193449238782834,28.53155
"4","42",80.7844302733252,0.000904208225271429,29.0233666666667
"5","43",78.5373507648745,0.00033162162951865,29.10535
"6","44",75.8878387341008,0.000691106738426131,28.9190333333333
"7","45",36.7184118929264,0.000112922674069394,28.5761166666667
"8","46",41.4635995428701,-0.00136871470267475,28.9193166666667
"9","47",79.3256774253284,0.000883858578238024,28.9777166666667
"10","48",62.4792340454717,-0.00165599259284659,28.7976
"11","49",80.35710372678,0.000492387550191273,29.0955333333333
"12","50",35.20447820418,-0.000113162588390314,28.7272333333333
"13","51",69.0700028782447,-0.00224098552448472,28.81695
"14","52",66.930079301904,0.00133435104121421,28.4410666666667
"15","53",65.7832900706891,-0.00184150159202545,28.5829833333333
"16","54",71.5249036721071,-0.00149711010745494,28.71015
"17","55",64.5128746795485,-0.000818457470633867,28.6327166666667
"18","56",66.4933295210166,-0.000237748273232127,28.6655
"19","57",65.8861466798315,-0.000832606277216998,28.66315
"20","58",71.1400796708257,0.000975455701270736,28.37575
